date,forecast_5d_precip_mm,source,fetched_at_utc
20161104,25.758,reforecast,2026-08-04T19:12:25.776936+00:00
20161105,27.220,reforecast,2026-08-04T19:12:28.306712+00:00
20161107,42.004,reforecast,2026-08-04T19:12:30.946993+00:00
20161108,54.061,reforecast,2026-08-04T19:12:33.437987+00:00
20161110,37.653,reforecast,2026-08-04T19:12:36.070804+00:00
20161111,27.493,reforecast,2026-08-04T19:12:38.542890+00:00
20161112,27.869,reforecast,2026-08-04T19:12:41.018006+00:00
20161114,16.566,reforecast,2026-08-04T19:12:43.458876+00:00
20161116,5.717,reforecast,2026-08-04T19:12:45.902069+00:00
20161118,4.069,reforecast,2026-08-04T19:12:48.347237+00:00
20161119,112.556,reforecast,2026-08-04T19:12:50.945796+00:00
20161121,2.797,reforecast,2026-08-04T19:12:53.525013+00:00
20161122,0.867,reforecast,2026-08-04T19:12:55.943057+00:00
20161123,1.700,reforecast,2026-08-04T19:12:58.525477+00:00
20161124,0.480,reforecast,2026-08-04T19:13:01.643594+00:00
20161125,0.008,reforecast,2026-08-04T19:13:04.166815+00:00
20161126,0.350,reforecast,2026-08-04T19:13:06.659728+00:00
20161128,6.554,reforecast,2026-08-04T19:13:09.205246+00:00
20161129,26.954,reforecast,2026-08-04T19:13:11.628930+00:00
20161130,43.154,reforecast,2026-08-04T19:13:14.098737+00:00
20161201,33.374,reforecast,2026-08-04T19:13:16.682445+00:00
20161202,31.469,reforecast,2026-08-04T19:13:19.227212+00:00
20161203,44.558,reforecast,2026-08-04T19:13:21.837767+00:00
20161205,17.968,reforecast,2026-08-04T19:13:24.387389+00:00
20161208,7.320,reforecast,2026-08-04T19:13:26.805908+00:00
20161209,9.364,reforecast,2026-08-04T19:13:29.312419+00:00
20161210,20.232,reforecast,2026-08-04T19:13:31.814640+00:00
20161212,15.018,reforecast,2026-08-04T19:13:34.098478+00:00
20161213,19.242,reforecast,2026-08-04T19:13:36.648867+00:00
20161214,4.583,reforecast,2026-08-04T19:13:39.169230+00:00
20161215,2.004,reforecast,2026-08-04T19:13:41.651004+00:00
20161216,3.376,reforecast,2026-08-04T19:13:43.963048+00:00
20161217,5.952,reforecast,2026-08-04T19:13:46.456876+00:00
20161219,2.697,reforecast,2026-08-04T19:13:48.933155+00:00
20161220,3.667,reforecast,2026-08-04T19:13:51.333630+00:00
20161221,8.020,reforecast,2026-08-04T19:13:53.685551+00:00
20161222,1.083,reforecast,2026-08-04T19:13:56.124797+00:00
20161223,3.859,reforecast,2026-08-04T19:13:58.524860+00:00
20161224,3.248,reforecast,2026-08-04T19:14:01.158955+00:00
20161226,0.761,reforecast,2026-08-04T19:14:03.528850+00:00
20161227,1.524,reforecast,2026-08-04T19:14:05.999309+00:00
20161228,3.579,reforecast,2026-08-04T19:14:08.436402+00:00
20161229,0.628,reforecast,2026-08-04T19:14:11.014000+00:00
20161230,1.026,reforecast,2026-08-04T19:14:13.709194+00:00
20161231,0.703,reforecast,2026-08-04T19:14:16.193495+00:00
20170102,2.030,reforecast,2026-08-04T19:14:19.008387+00:00
20170103,4.170,reforecast,2026-08-04T19:14:21.792673+00:00
20170104,7.702,reforecast,2026-08-04T19:14:24.203891+00:00
20170105,11.184,reforecast,2026-08-04T19:14:26.601925+00:00
20170106,8.393,reforecast,2026-08-04T19:14:29.210858+00:00
20170107,13.156,reforecast,2026-08-04T19:14:31.831195+00:00
20170109,8.418,reforecast,2026-08-04T19:14:34.317346+00:00
20170110,8.033,reforecast,2026-08-04T19:14:36.984798+00:00
20170111,7.032,reforecast,2026-08-04T19:14:39.632416+00:00
20170112,3.274,reforecast,2026-08-04T19:14:42.386194+00:00
20170113,3.817,reforecast,2026-08-04T19:14:45.271179+00:00
20170117,6.197,reforecast,2026-08-04T19:14:47.623570+00:00
20170118,18.231,reforecast,2026-08-04T19:14:50.070264+00:00
20170119,18.457,reforecast,2026-08-04T19:14:52.672174+00:00
20170121,17.789,reforecast,2026-08-04T19:14:55.305503+00:00
20170123,24.888,reforecast,2026-08-04T19:14:57.903976+00:00
20170124,59.529,reforecast,2026-08-04T19:15:00.544374+00:00
20170125,105.692,reforecast,2026-08-04T19:15:03.343718+00:00
20170127,138.088,reforecast,2026-08-04T19:15:05.979409+00:00
20170128,52.491,reforecast,2026-08-04T19:15:08.787407+00:00
20170130,4.883,reforecast,2026-08-04T19:15:11.392753+00:00
20170131,0.396,reforecast,2026-08-04T19:15:13.880366+00:00
20170201,0.067,reforecast,2026-08-04T19:15:16.390664+00:00
20170202,0.000,reforecast,2026-08-04T19:15:18.752603+00:00
20170203,0.000,reforecast,2026-08-04T19:15:21.888647+00:00
20170204,0.152,reforecast,2026-08-04T19:15:24.243478+00:00
20170206,2.120,reforecast,2026-08-04T19:15:26.902543+00:00
20170207,1.934,reforecast,2026-08-04T19:15:30.210734+00:00
20170208,0.718,reforecast,2026-08-04T19:15:32.706902+00:00
20170209,0.112,reforecast,2026-08-04T19:15:35.218826+00:00
20170210,0.679,reforecast,2026-08-04T19:15:37.583321+00:00
20170211,1.071,reforecast,2026-08-04T19:15:40.017179+00:00
20170213,2.480,reforecast,2026-08-04T19:15:42.387788+00:00
20170214,2.840,reforecast,2026-08-04T19:15:44.903177+00:00
20170215,0.000,reforecast,2026-08-04T19:15:47.383822+00:00
20170216,0.000,reforecast,2026-08-04T19:15:49.964904+00:00
20170217,0.163,reforecast,2026-08-04T19:15:52.581260+00:00
20170218,0.211,reforecast,2026-08-04T19:15:55.109488+00:00
20170220,0.270,reforecast,2026-08-04T19:15:57.811114+00:00
20170221,0.500,reforecast,2026-08-04T19:16:00.336021+00:00
20170222,0.683,reforecast,2026-08-04T19:16:02.853988+00:00
20170223,0.413,reforecast,2026-08-04T19:16:05.710537+00:00
20170224,0.043,reforecast,2026-08-04T19:16:08.674852+00:00
20170225,0.279,reforecast,2026-08-04T19:16:11.441141+00:00
20170227,2.384,reforecast,2026-08-04T19:16:14.187379+00:00
20170228,25.598,reforecast,2026-08-04T19:16:16.762672+00:00
20170301,56.058,reforecast,2026-08-04T19:16:19.188978+00:00
20170302,90.258,reforecast,2026-08-04T19:16:21.906857+00:00
20170303,99.731,reforecast,2026-08-04T19:16:24.392937+00:00
20170304,150.921,reforecast,2026-08-04T19:16:26.976293+00:00
20170306,101.038,reforecast,2026-08-04T19:16:29.679753+00:00
20170307,110.080,reforecast,2026-08-04T19:16:37.363396+00:00
20170308,118.620,reforecast,2026-08-04T19:16:39.930983+00:00
20170309,70.341,reforecast,2026-08-04T19:16:42.479803+00:00
20170310,59.924,reforecast,2026-08-04T19:16:45.241786+00:00
20170311,24.151,reforecast,2026-08-04T19:16:47.909944+00:00
20170313,91.117,reforecast,2026-08-04T19:16:50.412303+00:00
20170314,84.643,reforecast,2026-08-04T19:16:53.179573+00:00
20170315,30.493,reforecast,2026-08-04T19:16:55.744655+00:00
20170316,42.706,reforecast,2026-08-04T19:16:58.380521+00:00
20170317,58.409,reforecast,2026-08-04T19:17:00.859723+00:00
20170318,33.461,reforecast,2026-08-04T19:17:03.425147+00:00
20170320,18.588,reforecast,2026-08-04T19:17:05.978036+00:00
20170321,3.734,reforecast,2026-08-04T19:17:08.956249+00:00
20170322,3.743,reforecast,2026-08-04T19:17:11.544325+00:00
20170323,1.717,reforecast,2026-08-04T19:17:14.132832+00:00
20170324,1.938,reforecast,2026-08-04T19:17:16.581880+00:00
20170325,0.839,reforecast,2026-08-04T19:17:19.173990+00:00
20170327,1.343,reforecast,2026-08-04T19:17:21.692042+00:00
20170328,3.121,reforecast,2026-08-04T19:17:24.218190+00:00
20170329,4.628,reforecast,2026-08-04T19:17:27.061543+00:00
20170330,7.863,reforecast,2026-08-04T19:17:29.884257+00:00
20170331,11.078,reforecast,2026-08-04T19:17:32.555990+00:00
20170401,11.584,reforecast,2026-08-04T19:17:35.673892+00:00
20170403,19.639,reforecast,2026-08-04T19:17:38.183284+00:00
20170404,25.343,reforecast,2026-08-04T19:17:41.232492+00:00
20170405,15.227,reforecast,2026-08-04T19:17:43.862160+00:00
20170406,16.746,reforecast,2026-08-04T19:17:46.404630+00:00
20170407,22.502,reforecast,2026-08-04T19:17:48.931102+00:00
20170408,27.870,reforecast,2026-08-04T19:17:51.495762+00:00
20170410,24.876,reforecast,2026-08-04T19:17:54.115440+00:00
20170411,27.283,reforecast,2026-08-04T19:17:56.758074+00:00
20170417,10.347,reforecast,2026-08-04T19:17:59.337903+00:00
20170418,33.319,reforecast,2026-08-04T19:18:01.813873+00:00
20170419,32.603,reforecast,2026-08-04T19:18:04.442447+00:00
20170420,40.718,reforecast,2026-08-04T19:18:07.127855+00:00
20170421,30.623,reforecast,2026-08-04T19:18:09.594266+00:00
20170422,37.993,reforecast,2026-08-04T19:18:12.160597+00:00
20170424,34.538,reforecast,2026-08-04T19:18:14.782499+00:00
20170425,38.871,reforecast,2026-08-04T19:18:17.298047+00:00
20170426,28.418,reforecast,2026-08-04T19:18:19.865140+00:00
20170427,26.130,reforecast,2026-08-04T19:18:22.427631+00:00
20170428,41.989,reforecast,2026-08-04T19:18:25.769625+00:00
20170429,46.679,reforecast,2026-08-04T19:18:28.488162+00:00
20170501,40.784,reforecast,2026-08-04T19:18:31.253850+00:00
20170502,40.671,reforecast,2026-08-04T19:18:33.692331+00:00
20170503,45.099,reforecast,2026-08-04T19:18:36.069927+00:00
20170504,59.047,reforecast,2026-08-04T19:18:38.871092+00:00
20170505,64.776,reforecast,2026-08-04T19:18:41.447096+00:00
20170506,69.987,reforecast,2026-08-04T19:18:43.842969+00:00
20170508,61.276,reforecast,2026-08-04T19:18:46.258000+00:00
20170509,104.984,reforecast,2026-08-04T19:18:48.824618+00:00
20170510,115.533,reforecast,2026-08-04T19:18:51.246332+00:00
20170511,108.782,reforecast,2026-08-04T19:18:53.825722+00:00
20170512,104.736,reforecast,2026-08-04T19:18:56.362175+00:00
20170513,42.428,reforecast,2026-08-04T19:18:58.886135+00:00
20170515,23.500,reforecast,2026-08-04T19:19:01.869448+00:00
20170516,43.476,reforecast,2026-08-04T19:19:04.492505+00:00
20170517,100.909,reforecast,2026-08-04T19:19:07.077501+00:00
20170518,37.202,reforecast,2026-08-04T19:19:09.677066+00:00
20170519,23.819,reforecast,2026-08-04T19:19:12.039521+00:00
20170520,35.320,reforecast,2026-08-04T19:19:14.531950+00:00
20170522,59.534,reforecast,2026-08-04T19:19:16.902317+00:00
20170523,98.788,reforecast,2026-08-04T19:19:19.321644+00:00
20170524,43.441,reforecast,2026-08-04T19:19:21.914769+00:00
20170525,53.459,reforecast,2026-08-04T19:19:24.321849+00:00
20170526,49.883,reforecast,2026-08-04T19:19:26.827054+00:00
20170527,38.897,reforecast,2026-08-04T19:19:29.264959+00:00
20170529,75.694,reforecast,2026-08-04T19:19:31.952247+00:00
20170530,66.658,reforecast,2026-08-04T19:19:34.493453+00:00
20170531,58.563,reforecast,2026-08-04T19:19:37.045652+00:00
20170601,60.503,reforecast,2026-08-04T19:19:39.504981+00:00
20170602,88.260,reforecast,2026-08-04T19:19:41.986375+00:00
20170603,60.200,reforecast,2026-08-04T19:19:44.473037+00:00
20170605,53.981,reforecast,2026-08-04T19:19:47.001733+00:00
20170606,35.808,reforecast,2026-08-04T19:19:49.456901+00:00
20170607,32.801,reforecast,2026-08-04T19:19:51.979982+00:00
20170608,26.492,reforecast,2026-08-04T19:19:54.395322+00:00
20170609,86.273,reforecast,2026-08-04T19:19:57.144340+00:00
20170610,75.040,reforecast,2026-08-04T19:20:00.098404+00:00
20170612,31.131,reforecast,2026-08-04T19:20:02.787442+00:00
20170613,16.204,reforecast,2026-08-04T19:20:05.414881+00:00
20170614,26.728,reforecast,2026-08-04T19:20:08.158946+00:00
20170615,37.483,reforecast,2026-08-04T19:20:10.615975+00:00
20170616,12.168,reforecast,2026-08-04T19:20:13.139924+00:00
20170617,24.579,reforecast,2026-08-04T19:20:15.608017+00:00
20170619,77.129,reforecast,2026-08-04T19:20:18.079347+00:00
20170620,78.167,reforecast,2026-08-04T19:20:21.062292+00:00
20170621,52.088,reforecast,2026-08-04T19:20:23.605848+00:00
20170622,33.643,reforecast,2026-08-04T19:20:26.109919+00:00
20170623,50.296,reforecast,2026-08-04T19:20:28.889861+00:00
20170624,145.309,reforecast,2026-08-04T19:20:31.578636+00:00
20170627,81.294,reforecast,2026-08-04T19:20:34.485232+00:00
20170628,43.757,reforecast,2026-08-04T19:20:36.948239+00:00
20170629,21.552,reforecast,2026-08-04T19:20:39.494933+00:00
20170630,17.714,reforecast,2026-08-04T19:20:42.224403+00:00
20170701,8.602,reforecast,2026-08-04T19:20:44.702976+00:00
20170703,30.193,reforecast,2026-08-04T19:20:47.306896+00:00
20170704,17.456,reforecast,2026-08-04T19:20:49.829423+00:00
20170705,21.181,reforecast,2026-08-04T19:20:52.323446+00:00
20170706,34.171,reforecast,2026-08-04T19:20:54.790181+00:00
20170707,29.879,reforecast,2026-08-04T19:20:57.337351+00:00
20170708,40.489,reforecast,2026-08-04T19:21:00.266810+00:00
20170710,38.889,reforecast,2026-08-04T19:21:02.842989+00:00
20170711,42.523,reforecast,2026-08-04T19:21:05.436601+00:00
20170712,35.206,reforecast,2026-08-04T19:21:08.152544+00:00
20170713,19.628,reforecast,2026-08-04T19:21:10.615288+00:00
20170714,15.510,reforecast,2026-08-04T19:21:12.999680+00:00
20170715,22.572,reforecast,2026-08-04T19:21:15.557514+00:00
20170717,44.459,reforecast,2026-08-04T19:21:19.081811+00:00
20170718,59.607,reforecast,2026-08-04T19:21:21.688379+00:00
20170719,40.283,reforecast,2026-08-04T19:21:24.310103+00:00
20170720,13.046,reforecast,2026-08-04T19:21:26.863519+00:00
20170721,4.311,reforecast,2026-08-04T19:21:29.622015+00:00
20170722,11.839,reforecast,2026-08-04T19:21:32.485036+00:00
20170724,17.601,reforecast,2026-08-04T19:21:34.975325+00:00
20170725,17.527,reforecast,2026-08-04T19:21:37.606197+00:00
20170726,19.462,reforecast,2026-08-04T19:21:40.214888+00:00
20170727,15.451,reforecast,2026-08-04T19:21:42.652808+00:00
20170728,14.843,reforecast,2026-08-04T19:21:44.995180+00:00
20170729,52.032,reforecast,2026-08-04T19:21:47.444892+00:00
20170731,72.944,reforecast,2026-08-04T19:21:50.003772+00:00
20170801,54.263,reforecast,2026-08-04T19:21:52.568580+00:00
20170802,118.480,reforecast,2026-08-04T19:21:55.223307+00:00
20170803,59.041,reforecast,2026-08-04T19:21:57.888819+00:00
20170804,67.887,reforecast,2026-08-04T19:22:00.474917+00:00
20170805,60.598,reforecast,2026-08-04T19:22:03.196796+00:00
20170807,111.506,reforecast,2026-08-04T19:22:05.944861+00:00
20170808,62.478,reforecast,2026-08-04T19:22:08.904234+00:00
20170809,57.040,reforecast,2026-08-04T19:22:11.438161+00:00
20170810,55.272,reforecast,2026-08-04T19:22:14.291991+00:00
20170811,34.287,reforecast,2026-08-04T19:22:16.906747+00:00
20170812,11.812,reforecast,2026-08-04T19:22:19.468115+00:00
20170814,43.851,reforecast,2026-08-04T19:22:21.964990+00:00
20170816,56.796,reforecast,2026-08-04T19:22:24.519507+00:00
20170817,69.910,reforecast,2026-08-04T19:22:26.965897+00:00
20170818,73.197,reforecast,2026-08-04T19:22:29.661612+00:00
20170819,93.966,reforecast,2026-08-04T19:22:32.196275+00:00
20170821,44.438,reforecast,2026-08-04T19:22:36.128839+00:00
20170822,28.051,reforecast,2026-08-04T19:22:38.777017+00:00
20170823,57.060,reforecast,2026-08-04T19:22:41.247785+00:00
20170824,92.054,reforecast,2026-08-04T19:22:43.792778+00:00
20170825,57.289,reforecast,2026-08-04T19:22:46.209370+00:00
20170826,43.910,reforecast,2026-08-04T19:22:48.645133+00:00
20170828,65.394,reforecast,2026-08-04T19:22:51.139591+00:00
20170829,84.018,reforecast,2026-08-04T19:22:53.699662+00:00
20170830,74.101,reforecast,2026-08-04T19:22:56.191149+00:00
20170831,44.071,reforecast,2026-08-04T19:22:58.680723+00:00
20170902,90.956,reforecast,2026-08-04T19:23:01.118136+00:00
20170905,72.058,reforecast,2026-08-04T19:23:03.432711+00:00
20170906,67.457,reforecast,2026-08-04T19:23:05.864890+00:00
20170907,97.607,reforecast,2026-08-04T19:23:08.650642+00:00
20170908,184.376,reforecast,2026-08-04T19:23:11.337026+00:00
20170909,106.772,reforecast,2026-08-04T19:23:14.204808+00:00
20170911,102.593,reforecast,2026-08-04T19:23:16.638729+00:00
20170912,105.502,reforecast,2026-08-04T19:23:19.085861+00:00
20170913,104.980,reforecast,2026-08-04T19:23:21.556290+00:00
20170914,111.264,reforecast,2026-08-04T19:23:24.057430+00:00
20170915,146.849,reforecast,2026-08-04T19:23:26.542163+00:00
20170916,130.021,reforecast,2026-08-04T19:23:29.192486+00:00
20170918,39.361,reforecast,2026-08-04T19:23:31.553945+00:00
20170919,32.453,reforecast,2026-08-04T19:23:33.962360+00:00
20170920,23.372,reforecast,2026-08-04T19:23:36.541022+00:00
20170921,48.168,reforecast,2026-08-04T19:23:39.014331+00:00
20170922,17.520,reforecast,2026-08-04T19:23:41.523972+00:00
20170923,23.563,reforecast,2026-08-04T19:23:44.119386+00:00
20170925,39.312,reforecast,2026-08-04T19:23:46.663018+00:00
20170926,36.492,reforecast,2026-08-04T19:23:49.154650+00:00
20170927,49.618,reforecast,2026-08-04T19:23:51.823714+00:00
20170928,50.128,reforecast,2026-08-04T19:23:54.344049+00:00
20170930,12.263,reforecast,2026-08-04T19:23:56.758686+00:00
20171003,38.977,reforecast,2026-08-04T19:23:59.140764+00:00
20171004,43.062,reforecast,2026-08-04T19:24:02.406538+00:00
20171005,68.084,reforecast,2026-08-04T19:24:05.023840+00:00
20171006,62.357,reforecast,2026-08-04T19:24:08.791972+00:00
20171007,41.739,reforecast,2026-08-04T19:24:12.855029+00:00
20171009,12.247,reforecast,2026-08-04T19:24:15.481204+00:00
20171010,70.636,reforecast,2026-08-04T19:24:18.121933+00:00
20171011,77.346,reforecast,2026-08-04T19:24:20.661760+00:00
20171012,79.987,reforecast,2026-08-04T19:24:23.374282+00:00
20171013,68.853,reforecast,2026-08-04T19:24:25.883284+00:00
20171014,86.886,reforecast,2026-08-04T19:24:28.469764+00:00
20171016,118.767,reforecast,2026-08-04T19:24:30.970598+00:00
20171017,110.179,reforecast,2026-08-04T19:24:33.548573+00:00
20171020,47.696,reforecast,2026-08-04T19:24:35.961575+00:00
20171021,43.286,reforecast,2026-08-04T19:24:38.438950+00:00
20171023,188.938,reforecast,2026-08-04T19:24:40.954085+00:00
20171024,151.012,reforecast,2026-08-04T19:24:43.431294+00:00
20171025,198.990,reforecast,2026-08-04T19:24:46.069707+00:00
20171026,153.477,reforecast,2026-08-04T19:24:48.539317+00:00
20171027,189.352,reforecast,2026-08-04T19:24:51.288596+00:00
20171028,162.578,reforecast,2026-08-04T19:24:53.846818+00:00
20171030,179.111,reforecast,2026-08-04T19:24:56.361072+00:00
20171031,185.722,reforecast,2026-08-04T19:24:59.022923+00:00
20171101,146.539,reforecast,2026-08-04T19:25:02.324240+00:00
20171102,105.914,reforecast,2026-08-04T19:25:04.927873+00:00
20171103,114.926,reforecast,2026-08-04T19:25:07.532231+00:00
20171104,176.247,reforecast,2026-08-04T19:25:10.111452+00:00
20171106,166.207,reforecast,2026-08-04T19:25:12.671555+00:00
20171107,65.486,reforecast,2026-08-04T19:25:15.225813+00:00
20171108,73.800,reforecast,2026-08-04T19:25:17.788627+00:00
20171109,23.933,reforecast,2026-08-04T19:25:20.308722+00:00
20171110,75.856,reforecast,2026-08-04T19:25:22.947147+00:00
20171111,23.373,reforecast,2026-08-04T19:25:25.392011+00:00
20171113,0.903,reforecast,2026-08-04T19:25:28.147754+00:00
20171114,9.093,reforecast,2026-08-04T19:25:30.707125+00:00
20171115,8.280,reforecast,2026-08-04T19:25:33.130561+00:00
20171116,21.617,reforecast,2026-08-04T19:25:35.696044+00:00
20171117,18.842,reforecast,2026-08-04T19:25:38.723657+00:00
20171118,46.287,reforecast,2026-08-04T19:25:41.548130+00:00
20171120,45.451,reforecast,2026-08-04T19:25:44.102332+00:00
20171121,23.188,reforecast,2026-08-04T19:25:46.842527+00:00
20171122,23.907,reforecast,2026-08-04T19:25:49.327325+00:00
20171123,25.093,reforecast,2026-08-04T19:25:51.917371+00:00
20171124,25.703,reforecast,2026-08-04T19:25:54.518883+00:00
20171125,34.496,reforecast,2026-08-04T19:25:57.391743+00:00
20171127,34.966,reforecast,2026-08-04T19:26:00.225872+00:00
20171128,35.859,reforecast,2026-08-04T19:26:02.967530+00:00
20171129,112.237,reforecast,2026-08-04T19:26:05.555585+00:00
20171130,74.679,reforecast,2026-08-04T19:26:08.151429+00:00
20171201,25.290,reforecast,2026-08-04T19:26:10.669148+00:00
20171202,13.721,reforecast,2026-08-04T19:26:13.210298+00:00
20171204,30.190,reforecast,2026-08-04T19:26:15.787107+00:00
20171205,40.816,reforecast,2026-08-04T19:26:18.492024+00:00
20171206,31.653,reforecast,2026-08-04T19:26:21.086240+00:00
20171207,31.368,reforecast,2026-08-04T19:26:23.751066+00:00
20171208,29.300,reforecast,2026-08-04T19:26:26.417373+00:00
20171209,47.666,reforecast,2026-08-04T19:26:29.099143+00:00
20171211,111.547,reforecast,2026-08-04T19:26:31.800648+00:00
20171212,93.008,reforecast,2026-08-04T19:26:34.197327+00:00
20171213,75.751,reforecast,2026-08-04T19:26:36.632829+00:00
20171214,32.911,reforecast,2026-08-04T19:26:39.168137+00:00
20171215,5.442,reforecast,2026-08-04T19:26:41.690888+00:00
20171216,9.680,reforecast,2026-08-04T19:26:44.004657+00:00
20171218,3.484,reforecast,2026-08-04T19:26:46.459166+00:00
20171219,2.940,reforecast,2026-08-04T19:26:48.857746+00:00
20171220,3.431,reforecast,2026-08-04T19:26:51.406517+00:00
20171221,4.331,reforecast,2026-08-04T19:26:53.854868+00:00
20171222,1.130,reforecast,2026-08-04T19:26:56.309694+00:00
20171223,0.578,reforecast,2026-08-04T19:26:58.753382+00:00
20171226,0.736,reforecast,2026-08-04T19:27:01.154686+00:00
20171228,0.000,reforecast,2026-08-04T19:27:03.908038+00:00
20171229,0.690,reforecast,2026-08-04T19:27:06.580893+00:00
20171230,1.497,reforecast,2026-08-04T19:27:09.114062+00:00
20180101,4.069,reforecast,2026-08-04T19:27:11.620549+00:00
20180102,6.743,reforecast,2026-08-04T19:27:14.701621+00:00
20180103,5.530,reforecast,2026-08-04T19:27:17.218968+00:00
20180104,3.171,reforecast,2026-08-04T19:27:19.622729+00:00
20180105,2.869,reforecast,2026-08-04T19:27:22.078121+00:00
20180106,4.618,reforecast,2026-08-04T19:27:24.611510+00:00
20180108,5.186,reforecast,2026-08-04T19:27:27.103207+00:00
20180109,11.128,reforecast,2026-08-04T19:27:29.846896+00:00
20180110,6.467,reforecast,2026-08-04T19:27:32.585962+00:00
20180111,6.268,reforecast,2026-08-04T19:27:35.141956+00:00
